Cliente;Edad;Renta;Sexo;EstadoCivil;NivelSocioEconomico;Departamento;AntiguedadCuenta_Meses;RegistraAdicionales;NumeroAdicionales;AntiguedadAdicionales_Meses;LineaCreditoNormal;SituacionCuenta;PromediodePagos;SaldoExtra;SaldoNormal;SaldoTotal;HabitodePago1;HabitodePago2;HabitodePago3;HabitodePago4;HabitodePago5;HabitodePago6;HabitodePago7;HabitodePago8;PeorHabito Pago;FlagRefinanciadoHistórico;FlagRefinanciado;DiasMora200812;DiasMora200901;DiasMora200902;DiasMora200903;DiasMora200904;DiasMora200905;CódigoInstitucion;PagaDespues;DispEfectivo;CalificacionSBS;CompraAnual_200806_200905;NroTransaccionesAnual_200806_200905;CompraMensualMaxima_200806_200905;Flag_Cliente
144605;29;680;F;S;D;LIMA;64.5;0;;;500;5;8;0;317;317;B;A;4;9;4;9;4;9;;N/V;No Registró;6;37;3;34;5;6;0;0;0;2;469.15;29;168.13;0
146163;31;;F;S;N;LAMBAYEQUE;64.3;1;1;40.03;300;0;6;0;360;360;4;9;4;4;2;B;A;4;;N/V;No Registró;1;1;0;31;0;31;400;0;0;0;803.07;7;277.9;0
146737;42;;M;S;C;LIMA;64.23;1;1;33.1;900;5;8;338;823;1162;B;B;B;A;4;4;2;1;;N/V;No Registró;1;32;29;31;61;62;0;0;0;3;613.36;17;80;0
147631;36;;F;S;D;LIMA;64.1;1;2;43.97;600;0;6;0;636;636;2;1;C;B;A;A;4;4;;N/V;No Registró;26;57;54;0;0;0;0;0;6;4;1332.54;39;386.9;0
148783;58;;M;S;C;LIMA;63.97;1;1;36.17;3400;5;8;0;4133;4133;B;A;A;4;4;A;A;4;;Ref.C;Registró Refinanciación;0;0;13;16;46;77;0;0;2;2;921.38;21;443.64;0
149253;36;;M;S;N;PIURA;63.9;0;;;1400;5;4;219;2236;2455;A;4;2;2;2;2;4;1;;Ref.C;Registró Refinanciación;1;0;0;1;31;62;0;1;1;2;1596.08;27;504.64;0
149535;65;;F;S;C;LIMA;63.87;0;;;1040;5;A;0;1927;1927;B;B;A;A;4;B;A;B;;Ref.C;Registró Refinanciación;1;32;29;31;61;31;0;0;0;3;3054.6;60;505.28;0
151143;36;550;F;S;D;LIMA;63.67;0;;;300;5;9;0;318;318;B;A;A;A;A;4;9;A;;N/V;No Registró;11;11;8;39;10;41;0;0;0;1;788.82;13;216.69;0
153617;26;550;M;S;C;LIMA;63.33;0;;;1500;5;7;0;1536;1536;9;4;4;9;A;4;A;A;;N/V;No Registró;1;32;0;1;31;1;0;0;0;2;5036.81;34;816.8;0
155575;62;;M;S;C;LIMA;63.13;1;1;46.3;1400;5;3;632;2372;3005;A;4;1;2;2;1;1;1;;N/V;No Registró;0;0;0;11;41;72;0;0;2;4;1788.04;33;463.08;0
156603;27;855;M;S;N;LAMBAYEQUE;63;0;;;1100;5;A;0;1337;1337;A;A;C;B;A;B;A;4;;N/V;No Registró;21;52;0;0;20;51;0;0;0;4;1753.33;36;674.88;0
157970;28;;F;S;C;LIMA;62.83;0;;;1000;5;8;186;268;454;A;B;A;B;A;4;2;2;;N/V;No Registró;41;11;39;11;41;41;0;0;0;3;471.2;8;285.3;0
160027;42;605;M;S;N;LA LIBERTAD;62.47;0;;;3500;0;2;0;1532;1532;2;2;1;2;2;1;1;2;;N/V;No Registró;0;0;0;0;0;0;300;0;0;0;6077.72;33;2812.55;0
161068;36;;M;S;B;LIMA;62.4;1;3;2.8;1600;5;7;0;1880;1880;A;4;2;B;A;4;9;4;;N/V;No Registró;31;1;0;1;31;62;0;0;4;4;3904.27;73;545.27;0
162331;26;720;F;S;C;LIMA;62.27;0;;;400;5;6;0;305;305;B;A;4;2;9;4;2;1;;N/V;No Registró;31;1;0;31;61;1;0;0;0;4;1631.01;39;715;0
164401;34;;F;C;D;LIMA;62.03;0;;;300;5;9;0;376;376;A;4;B;B;A;4;B;A;;N/V;No Registró;16;47;75;0;15;46;400;0;0;4;808.77;13;199.16;0
165174;27;;F;S;D;LIMA;61.97;0;;;300;0;6;0;323;323;9;4;1;B;A;A;4;4;;N/V;No Registró;21;52;0;0;20;0;400;0;0;4;1232.57;21;299;0
166307;23;;M;S;C;LIMA;61.83;0;;;1300;5;7;5871;7100;12970;B;A;4;B;A;4;2;1;;Ref.C;Registró Refinanciación;16;47;0;16;46;77;300;0;2;2;218;13;38;0
166366;35;2180;M;S;C;LIMA;61.83;0;;;2900;5;A;2149;3013;5162;B;B;A;B;C;B;B;A;;N/V;No Registró;77;47;13;16;46;77;0;0;0;2;1665.8;4;1522;0
167210;52;15109;F;C;A;LIMA;61.73;0;;;20000;0;1;0;737;737;1;1;1;1;1;1;1;1;;N/V;No Registró;0;0;0;0;0;0;0;0;0;0;12654.98;99;1400.88;0
167618;32;550;F;S;N;LAMBAYEQUE;61.7;0;;;810;5;8;0;750;750;B;A;4;9;A;4;4;7;;Ref.C;Registró Refinanciación;11;42;8;39;10;41;0;0;0;3;840.85;8;173.1;0
167732;55;;M;D;C;LIMA;61.7;1;1;13.13;800;5;6;0;1012;1012;A;4;2;9;A;4;2;2;;N/V;No Registró;31;32;0;1;31;62;0;2;4;2;1316.75;26;604.74;0
167988;39;;M;S;C;LIMA;61.7;1;1;50.47;1000;0;A;0;960;960;A;4;B;A;B;C;B;B;;N/V;No Registró;1;32;0;1;31;1;956;1;0;2;524.13;5;484.37;0
168694;35;;F;S;N;LA LIBERTAD;61.63;0;;;550;0;8;0;357;357;1;B;B;A;A;A;4;4;;N/V;No Registró;11;42;39;39;0;0;0;0;4;0;822.68;16;202.1;0
168882;54;;M;S;D;LIMA;61.57;0;;;500;5;D;0;1630;1630;D;D;D;D;D;D;D;D;;N/V;No Registró;97;98;95;96;95;95;0;0;0;4;;;;0
169342;29;;F;S;D;LIMA;61.53;0;;;700;0;5;0;353;353;9;4;9;4;2;4;1;2;;N/V;No Registró;0;6;34;6;36;6;0;0;1;0;540.85;16;174.83;0
169351;29;800;M;S;C;LIMA;61.53;0;;;1260;5;7;1085;919;2005;A;4;9;A;A;4;1;1;;N/V;No Registró;6;6;34;6;36;67;0;1;0;3;133.31;2;113.51;0
169523;43;;M;S;C;LIMA;61.53;1;1;49.47;1000;5;6;0;1064;1064;A;4;4;A;A;4;2;1;;Ref.C;Registró Refinanciación;36;0;3;6;36;67;0;1;1;4;1012.98;23;270.8;0
169830;47;;M;C;C;LIMA;61.5;1;2;37.4;1080;5;5;2661;1969;4630;4;2;A;A;4;9;4;1;;N/V;No Registró;6;37;0;6;5;36;0;2;1;3;449.4;22;340.5;0
170038;27;;M;S;C;LIMA;61.47;0;;;1300;5;5;202;1569;1771;4;2;B;A;4;2;1;4;;Ref.C;Registró Refinanciación;6;37;0;0;5;36;0;1;1;4;86.28;1;86.28;0
170531;28;;M;S;C;LIMA;61.43;0;;;1000;5;8;0;1075;1075;4;C;B;A;A;B;A;4;;N/V;No Registró;1;32;60;1;0;31;957;1;0;4;2455.48;73;439.16;0
171304;28;;M;S;C;LIMA;61.3;0;;;1400;0;5;0;1377;1377;A;4;2;9;4;4;2;1;;N/V;No Registró;1;32;0;1;31;1;956;2;0;2;996.95;30;500;0
171597;30;550;M;S;C;LIMA;61.27;0;;;825;5;5;0;1059;1059;A;4;1;2;2;0;1;7;;N/V;No Registró;1;0;0;1;31;62;0;2;1;4;1413.27;24;626.6;0
175260;31;;M;S;C;LIMA;55.63;0;;;1260;5;9;0;2065;2065;B;A;B;A;4;9;A;4;;N/V;No Registró;0;16;44;16;46;46;0;0;0;2;3299;1;3299;0
176587;34;1603;F;S;C;LIMA;55.63;0;;;2100;0;8;315;2161;2476;B;A;4;9;4;9;A;4;;Ref.C;Registró Refinanciación;0;16;0;16;46;0;0;0;0;2;3142.15;56;517.25;0
179356;38;1560;M;C;C;LIMA;55.57;1;1;55.27;1600;0;5;936;1883;2819;2;9;4;2;2;B;A;4;;Ref.C;Registró Refinanciación;0;0;0;16;0;0;0;1;3;1;41.8;2;37.9;0
179934;30;2000;F;S;C;LIMA;55.57;0;;;750;0;7;320;893;1212;9;C;B;A;4;2;2;2;;N/V;No Registró;1;32;60;1;31;1;0;0;4;2;2527.11;15;741;0
180197;43;605;F;S;C;LIMA;55.57;1;2;35.97;1080;5;9;0;1060;1060;B;A;B;A;B;A;4;2;;N/V;No Registró;46;16;44;16;46;77;0;1;0;3;127.95;2;127.95;0
181072;49;1183;M;D;C;LIMA;109.07;1;2;49.27;1600;0;9;0;1590;1590;B;A;A;A;A;A;A;4;;Ref.C;Registró Refinanciación;1;32;0;31;61;1;0;0;1;4;463.24;12;76.21;0
184018;47;;M;C;C;LIMA;108.8;1;1;43.17;1600;5;6;597;3338;3935;B;A;4;4;4;7;4;1;;N/V;No Registró;0;0;0;26;56;26;0;0;0;2;406.93;13;146.93;0
186843;33;;M;C;D;LIMA;108.47;1;1;25.8;700;5;8;0;769;769;B;A;A;4;1;9;A;B;;N/V;No Registró;0;0;13;16;46;77;300;0;1;4;1676.55;20;677.9;0
187086;35;3700;M;S;B;LIMA;108.43;1;1;47.67;8300;5;A;0;6288;6288;B;A;4;B;A;B;A;C;;N/V;No Registró;16;47;0;16;46;77;0;0;0;2;67.32;11;12.5;0
187088;45;9200;M;C;A;LIMA;108.43;0;;;20000;0;1;0;692;692;1;1;1;1;1;1;1;1;;N/V;No Registró;0;0;0;0;0;0;0;0;0;0;1161.6;17;495;0
187695;27;1056;M;S;D;LIMA;55.43;0;;;300;0;9;0;154;154;A;4;B;A;A;B;A;A;;N/V;No Registró;36;37;65;6;36;67;0;0;0;4;423.73;17;124;0
188805;38;;F;C;C;LIMA;55.4;0;;;1800;5;6;1389;2286;3674;4;1;B;A;A;4;7;4;;N/V;No Registró;6;37;0;0;5;36;0;0;3;4;2194.72;86;474;0
189194;56;1271;F;C;C;LIMA;108.2;1;2;62.23;2500;5;7;59;3185;3244;A;4;9;A;4;7;4;4;;Ref.C;Registró Refinanciación;6;6;0;6;36;67;0;0;1;2;1949.97;40;341.37;0
189413;41;900;M;S;C;LIMA;108.17;0;;;1800;5;B;0;1195;1195;B;C;B;A;B;B;A;7;;N/V;No Registró;6;37;65;34;64;67;300;0;0;3;3835.01;13;2999;0
189858;51;700;M;S;B;LIMA;108.13;0;;;2000;0;7;0;2106;2106;9;A;B;A;4;1;2;2;;N/V;No Registró;6;37;65;6;5;6;0;0;0;0;6261.18;11;2639.79;0
190918;32;8700;M;C;A;LIMA;108.03;1;1;48.5;13800;0;1;1713;-191;1522;1;1;1;1;1;1;1;1;;N/V;No Registró;0;0;0;0;0;0;0;0;0;0;1384.6;10;577.8;0
191463;33;;M;S;C;LIMA;108;1;1;47.53;1700;0;6;1918;1381;3300;B;A;4;9;4;2;2;2;;Ref.C;Registró Refinanciación;1;32;0;31;61;0;0;2;4;3;614.25;25;114;0
191708;65;2750;M;C;B;LIMA;107.97;0;;;3950;0;2;1989;713;2701;1;2;2;1;1;1;4;2;;N/V;No Registró;0;0;0;1;0;0;0;0;0;0;1760.93;14;712;0
191767;58;5689;M;C;A;LIMA;107.97;1;1;57.2;14400;0;5;12945;23003;35948;A;4;1;9;4;1;1;2;;N/V;No Registró;1;1;0;1;0;1;0;2;5;2;523.31;5;297.6;0
194450;51;6830;M;C;A;LIMA;107.73;0;;;18900;0;1;0;246;246;1;1;1;1;1;1;1;1;;N/V;No Registró;0;0;0;0;0;0;0;0;0;0;2564.55;12;758;0
198316;67;21821;M;C;A;LIMA;170.07;0;;;20000;0;1;0;1043;1043;1;1;1;1;1;1;1;1;;N/V;No Registró;0;0;0;0;0;0;0;0;0;0;6372.9;8;4940;0
199885;44;9534;M;C;A;LIMA;168.73;0;;;19800;0;1;0;490;490;1;1;1;1;1;1;0;1;;N/V;No Registró;;0;0;0;0;0;0;0;0;0;3005.09;22;1269.5;0
201472;67;8990;M;C;A;LIMA;167.83;1;1;17.1;12500;0;1;0;123;123;2;1;1;1;1;1;1;1;;N/V;No Registró;0;0;0;0;0;0;0;0;0;0;4730.98;43;1495.5;0
202095;67;;M;C;A;LIMA;167.53;1;1;50.6;20000;0;1;0;114;114;1;1;1;1;1;1;1;1;;N/V;No Registró;0;0;0;0;0;0;0;0;0;3;1952.5;26;774.34;0
203398;67;10069;F;C;A;LIMA;166.83;0;;;14600;0;1;0;77;77;1;1;1;2;1;1;1;1;;N/V;No Registró;0;0;0;0;0;0;0;0;0;0;3893.03;56;1291.9;0
203830;64;;F;S;A;LIMA;166.6;1;3;39.83;20000;0;2;0;285;285;1;2;2;1;2;2;2;2;;N/V;No Registró;0;0;0;0;0;0;0;0;0;0;2115.28;19;752.9;0
204601;45;;F;S;A;LIMA;166.23;0;;;7600;5;6;13973;7886;21858;A;4;2;4;2;2;B;B;;N/V;No Registró;0;0;0;11;41;41;0;1;1;3;4014.3;29;1402.4;0
205302;63;;F;S;A;LIMA;165.97;0;;;12500;5;3;21958;15922;37880;A;4;2;1;2;1;1;1;;N/V;No Registró;6;0;0;6;36;67;0;1;1;4;9634.69;17;4648.34;0
206007;46;8980;F;D;A;LIMA;165.63;0;;;20000;0;1;0;1192;1192;1;1;1;1;1;1;1;1;;N/V;No Registró;0;0;0;0;0;0;0;0;0;0;9022.47;51;2006.4;0
206321;62;;F;C;A;LIMA;165.5;1;1;36.33;20000;0;1;0;972;972;1;1;1;1;1;1;2;1;;N/V;No Registró;0;0;0;0;0;0;0;0;0;0;3227.2;18;747.1;0
206806;40;13085;M;S;A;LIMA;165.27;1;1;52.07;8100;0;3;0;10509;10509;A;4;2;2;1;1;1;1;;N/V;No Registró;0;0;0;6;36;0;0;1;0;2;7278.37;69;1143.04;0
206808;45;3555;M;C;A;LIMA;165.23;1;1;51.8;13600;5;4;0;14328;14328;A;4;1;4;1;1;1;2;;N/V;No Registró;0;1;0;1;31;31;0;0;6;3;3205.28;27;937.06;0
207068;57;33105;M;C;A;LIMA;165.23;1;1;52.13;20000;0;1;0;1148;1148;1;1;1;1;1;1;1;1;;N/V;No Registró;0;0;0;0;0;0;0;0;0;0;6479.7;16;3954;0
208190;50;49537;M;C;A;LIMA;164.93;1;1;5.13;20000;0;1;0;1013;1013;1;1;1;1;1;1;2;2;;N/V;No Registró;0;0;0;0;0;0;0;0;0;0;10810.78;39;1920.4;0
208762;43;23000;M;S;A;LIMA;164.63;0;;;20000;0;1;0;277;277;1;1;1;1;1;1;1;0;;N/V;No Registró;0;0;0;0;0;1;0;0;0;0;2015;14;876.8;0
209323;65;6933;F;D;A;LIMA;164.57;0;;;18100;0;1;0;830;830;1;1;1;1;1;1;1;1;;N/V;No Registró;0;0;0;0;0;0;0;0;0;0;4971.05;41;1039.52;0
209617;41;11666;M;C;B;LIMA;164.4;0;;;1100;0;8;0;1181;1181;4;4;B;A;B;A;4;B;;N/V;No Registró;0;26;54;0;0;0;0;2;0;0;893.01;14;339.8;0
210832;35;5055;M;S;A;LIMA;164.1;0;;;11100;0;7;0;10683;10683;B;A;4;2;9;A;4;2;;N/V;No Registró;1;1;0;31;31;1;0;2;0;2;4730.36;36;1831.22;0
210960;50;;M;S;A;LIMA;163;0;;;20000;0;1;0;166;166;1;1;0;1;1;2;2;2;;N/V;No Registró;;0;0;0;0;0;0;0;2;0;962.05;10;299.98;0
211649;42;15055;M;S;A;LIMA;163.43;0;;;20000;0;1;0;502;502;0;1;1;1;1;0;0;0;;N/V;No Registró;0;0;0;0;0;0;0;0;0;0;750.3;5;502.32;0
212063;41;3413;M;C;C;LIMA;163.83;0;;;3600;5;9;0;2418;2418;B;A;4;B;A;B;A;A;;N/V;No Registró;36;67;3;34;36;67;0;0;0;4;265;10;53;0
213412;62;;M;C;A;LIMA;162.8;0;;;16200;0;2;0;278;278;2;0;1;1;2;2;1;2;;N/V;No Registró;0;0;0;0;0;0;0;1;0;0;2616.06;31;1100.9;0
214411;42;14555;M;C;B;LIMA;163.23;0;;;3300;0;5;0;4532;4532;4;2;1;1;B;B;A;4;;N/V;No Registró;62;0;0;0;0;0;0;1;0;4;7695.57;25;4224.47;0
214522;58;23155;M;C;A;LIMA;163.1;0;;;20000;0;1;0;1473;1473;1;1;1;1;1;1;1;1;;N/V;No Registró;0;0;0;0;0;0;0;0;0;0;13173.35;85;2625.58;0
214958;61;15600;M;C;A;LIMA;163.03;1;1;49.5;20000;0;1;0;114;114;1;1;1;1;1;1;1;1;;N/V;No Registró;0;0;0;0;0;0;0;0;0;0;2657.87;34;675.85;0
216401;58;27287;M;C;A;LIMA;162.27;0;;;20000;0;1;0;41;41;0;0;1;1;1;0;0;1;;N/V;No Registró;0;0;0;0;0;0;0;0;0;0;1714.5;6;852.4;0
216818;71;2663;M;C;B;LIMA;162.07;1;1;30.77;2500;5;6;0;2058;2058;C;B;A;4;1;1;2;1;;N/V;No Registró;0;11;39;70;69;72;0;1;5;3;607.57;12;270.7;0
217506;51;28331;M;C;A;LIMA;161.73;1;1;49.5;15500;0;1;0;1236;1236;1;1;2;1;2;2;1;1;;N/V;No Registró;0;0;0;0;0;1;0;0;0;0;4533.65;23;1048.8;0
217542;54;7700;M;C;A;LIMA;161.7;1;2;60.43;9700;5;8;9200;17338;26539;A;C;B;A;4;4;4;2;;Ref.C;Registró Refinanciación;1;32;60;1;31;62;0;1;0;0;4058.04;23;2198.99;0
218650;35;3180;F;S;A;LIMA;161.2;1;1;47.33;11000;0;9;0;10168;10168;A;4;B;A;A;A;4;9;;Ref.C;Registró Refinanciación;6;37;0;6;36;36;0;1;0;3;6512.8;36;2540;0
218717;62;19227;M;C;A;LIMA;161.13;0;;;20000;0;1;0;1592;1592;1;1;1;1;1;1;1;1;;N/V;No Registró;0;0;0;0;0;0;0;0;0;0;8160.99;25;2123;0
219079;49;14000;F;C;A;LIMA;161;1;1;37.1;20000;0;1;0;718;718;1;1;1;1;1;1;1;0;;N/V;No Registró;0;0;0;0;0;0;0;0;0;0;7615.96;20;4924.6;0
219650;50;;F;S;B;LIMA;160.73;1;1;9.83;2000;0;6;0;2006;2006;2;9;4;9;B;A;4;4;;N/V;No Registró;1;32;0;31;0;1;0;1;0;4;7105.83;134;730.88;0
220809;56;15725;F;C;A;LIMA;160.1;0;;;20000;0;1;0;227;227;1;1;1;2;1;1;1;1;;N/V;No Registró;0;0;0;0;0;0;0;2;0;0;2212.2;11;792.8;0
220924;43;9620;M;C;A;LIMA;160.03;1;1;45.03;20000;0;1;0;275;275;1;1;1;1;1;1;1;1;;N/V;No Registró;0;0;0;0;0;0;0;1;0;0;3554.74;40;985.7;0
221355;37;13000;F;C;A;LIMA;159.57;0;;;4000;0;8;0;4046;4046;A;4;B;C;B;A;4;2;;N/V;No Registró;67;37;0;6;5;0;0;3;0;2;5819.23;44;1857.9;0
221914;62;407;F;S;B;LIMA;159.53;0;;;4400;0;1;0;1516;1516;1;1;1;1;1;1;1;1;;N/V;No Registró;0;0;0;0;0;0;0;0;0;0;1437.18;19;447.92;0
222059;51;142462;M;C;A;LIMA;159.47;0;;;20000;0;1;0;741;741;1;1;1;1;1;1;1;1;;N/V;No Registró;;0;0;0;0;0;0;1;0;0;6454.93;56;1022.08;0
222816;62;8564;F;C;A;LIMA;159.17;1;1;43.83;20000;0;1;0;2387;2387;1;1;1;1;1;1;1;1;;N/V;No Registró;0;0;0;0;0;0;0;0;0;0;11315.13;104;2814.83;0
223896;45;27335;M;C;A;LIMA;158.73;0;;;20000;0;2;0;41;41;2;2;2;2;2;1;2;2;;N/V;No Registró;0;0;0;0;0;0;0;1;0;0;1843.2;17;1240;0
224029;52;8430;M;C;A;LIMA;158.77;0;;;19000;0;1;0;20;20;1;1;1;1;1;1;1;2;;N/V;No Registró;0;0;0;0;0;0;0;1;0;0;1834.2;22;885.2;0
225943;42;;F;S;B;LIMA;158.03;0;;;2100;0;3;0;1434;1434;1;1;1;1;9;A;4;1;;N/V;No Registró;26;0;0;0;0;0;0;0;0;0;3147.88;29;1423.85;0
226005;52;;F;S;A;LIMA;158;0;;;20000;0;1;0;193;193;1;1;1;1;1;1;1;1;;N/V;No Registró;0;0;0;0;0;0;0;0;0;0;2768.22;45;1050;0
226662;52;;F;C;A;LIMA;157.67;0;;;15600;0;1;0;738;738;1;1;1;1;1;1;1;1;;N/V;No Registró;0;0;0;0;0;0;0;0;0;0;26198.06;131;4884.58;0
228480;51;15528;M;C;A;LIMA;156.97;0;;;20000;0;1;0;1088;1088;1;1;1;1;1;1;1;1;;N/V;No Registró;0;0;0;0;0;0;0;0;0;0;2619.3;19;1114.4;0
228777;57;6000;F;S;A;LIMA;156.8;0;;;17200;0;1;0;113;113;1;1;1;1;1;1;1;1;;N/V;No Registró;;0;0;0;0;0;0;0;0;0;1422.59;18;440.3;0
231210;48;20148;M;C;A;LIMA;155.47;1;1;14.87;20000;0;1;0;1459;1459;1;1;1;1;1;1;0;0;;N/V;No Registró;0;0;0;0;0;0;0;0;0;0;4141.51;14;1740.95;0
232221;53;165108;M;C;A;LIMA;154.93;1;1;49.13;20000;0;1;0;763;763;1;1;1;1;1;1;1;1;;N/V;No Registró;0;0;0;0;0;0;0;0;0;0;7765;23;3443;0
234256;42;820;F;C;A;LIMA;153.77;0;;;9000;5;7;0;19447;19447;A;A;4;A;4;4;4;2;;Ref.C;Registró Refinanciación;6;37;3;6;5;36;0;1;4;1;185.99;24;15.88;0
235339;34;64;F;C;C;LIMA;153.1;1;1;22.17;2000;0;6;0;2025;2025;B;A;4;9;4;2;1;1;;Ref.C;Registró Refinanciación;0;0;0;16;46;0;0;2;0;2;618.82;12;156.94;0
235467;61;;F;C;A;LIMA;153.07;0;;;20000;0;1;0;1607;1607;1;1;1;1;1;1;1;1;;N/V;No Registró;0;0;0;0;0;0;0;0;0;0;14043.15;57;5200.97;0
236208;65;;M;C;B;LIMA;152.6;1;1;8.93;2000;0;6;0;1887;1887;2;2;9;B;B;A;4;2;;N/V;No Registró;31;62;0;1;0;1;0;2;0;2;3772.18;11;1335.05;0
236718;62;11975;M;C;A;LIMA;152.33;0;;;17600;0;1;0;167;167;1;2;2;1;2;1;1;1;;N/V;No Registró;0;0;0;0;0;0;0;1;0;0;2561.47;34;1124;0
237649;52;33812;M;C;A;LIMA;151.87;1;1;24.57;20000;0;1;0;861;861;1;1;1;2;2;2;2;2;;N/V;No Registró;0;0;0;0;0;0;0;0;0;0;5157.1;28;2578.1;0
238980;52;16349;M;C;A;LIMA;151.4;0;;;20000;0;1;0;157;157;1;1;1;1;1;2;1;2;;N/V;No Registró;0;0;0;0;0;0;0;0;0;0;305.9;16;139.7;0
242973;42;19457;M;S;C;LIMA;148.8;0;;;900;5;D;0;4179;4179;D;D;D;D;D;D;D;D;;N/V;No Registró;97;98;95;96;95;95;0;0;0;0;;;;0
244764;55;35055;M;C;A;LIMA;147.67;0;;;20000;0;1;0;318;318;1;0;1;2;1;1;1;2;;N/V;No Registró;0;0;0;0;0;0;0;1;0;0;5741.97;18;1695.35;0
244833;52;906;F;C;B;LIMA;147.63;0;;;2040;0;A;0;1752;1752;B;C;C;B;B;A;A;4;;Ref.C;Registró Refinanciación;36;67;65;34;64;0;0;0;0;4;395.46;8;190;0
249119;66;4577;F;S;A;LIMA;145.6;0;;;20000;0;1;0;25;25;1;1;1;1;1;1;1;1;;N/V;No Registró;0;0;0;0;0;0;0;0;0;0;518.05;9;125.9;0
250459;31;4195;F;S;C;LIMA;144.9;0;;;3450;0;7;0;3444;3444;B;A;4;2;4;B;A;4;;N/V;No Registró;0;0;0;26;56;0;0;2;0;4;1793.16;23;537.9;0
251315;48;;F;S;A;LIMA;144.53;1;1;25.4;4200;0;6;0;3298;3298;1;2;B;C;B;A;4;2;;Ref.C;Registró Refinanciación;62;62;0;0;0;0;0;1;0;4;3420.67;75;540.21;0
255259;35;;M;S;B;LIMA;142.37;0;;;2200;5;A;573;343;916;B;B;A;B;B;C;B;A;;N/V;No Registró;31;32;29;31;61;1;0;0;1;3;2445.61;17;1622;0
257152;51;4325;M;S;B;LIMA;141.53;0;;;1650;0;5;10718;3213;13931;A;A;4;2;2;2;2;2;;N/V;No Registró;0;1;0;1;31;62;0;1;1;2;2179.67;35;512.9;0
261878;60;;M;C;A;LIMA;140.37;1;2;60.77;8800;0;6;1138;6967;8105;A;A;4;2;4;2;4;4;;N/V;No Registró;1;1;0;31;31;31;0;2;0;2;6200.22;78;1498.77;0
261935;49;;M;C;C;LIMA;140.33;0;;;4000;5;9;2083;4289;6372;A;A;B;A;4;9;A;4;;N/V;No Registró;11;42;8;11;41;72;0;0;1;3;121.25;5;49;0
263766;33;;F;S;C;LIMA;139.9;0;;;2600;0;7;0;2741;2741;7;A;4;1;C;B;A;4;;Ref.C;Registró Refinanciación;77;0;0;16;15;0;0;0;1;4;2150.79;24;515.35;0
264278;51;2501;F;V;A;LIMA;139.73;1;2;46.77;15600;0;1;0;1195;1195;1;1;1;1;1;1;1;1;;N/V;No Registró;0;0;0;0;0;0;0;0;0;0;10391.34;66;4995.12;0
265791;63;1283;F;C;B;LIMA;139.43;0;;;2600;0;5;0;2868;2868;A;4;2;4;9;4;2;1;;N/V;No Registró;1;1;0;1;31;62;0;1;3;2;4298.79;16;2453.39;0
266354;46;526;F;C;A;LIMA;139.33;0;;;4000;0;8;0;4693;4693;B;A;4;9;4;9;A;4;;N/V;No Registró;0;0;0;16;46;77;0;0;4;2;1887.35;20;697.73;0
268461;38;;F;S;D;LIMA;138.77;0;;;390;0;8;0;342;342;1;B;B;A;B;B;A;4;;N/V;No Registró;0;21;49;0;0;0;951;0;2;4;1149.6;48;320.12;0
271081;53;;F;C;A;LIMA;137.63;0;;;15600;0;1;0;298;298;1;1;1;1;1;1;1;1;;N/V;No Registró;0;0;0;0;0;0;0;0;0;0;7389.74;86;2240.4;0
273014;47;;M;C;B;LIMA;136.97;0;;;2000;5;7;0;2217;2217;B;B;A;4;1;9;4;2;;N/V;No Registró;0;0;13;44;46;77;0;0;0;4;4436.36;20;2926.59;0
274035;33;;M;S;C;LIMA;136.63;1;1;49.3;1100;0;3;1059;1999;3058;9;4;2;2;1;2;2;1;;N/V;No Registró;0;1;0;1;31;1;0;0;5;2;8930.19;147;2199.93;0
275985;43;;M;C;B;LIMA;135.77;1;1;51.8;10900;0;8;3779;6158;9937;C;B;B;A;4;4;4;2;;N/V;No Registró;1;32;60;60;0;1;0;1;0;4;5445.07;39;2488.56;0
276389;55;1288;F;S;C;LIMA;135.53;0;;;800;5;6;499;870;1370;4;9;B;A;4;1;2;2;;N/V;No Registró;6;37;65;6;5;36;0;0;0;0;492.4;5;264.8;0
277353;52;40055;M;C;A;LIMA;135.13;1;1;48.1;20000;0;1;0;235;235;1;1;1;1;1;1;1;1;;N/V;No Registró;0;0;0;0;0;0;0;0;0;0;1723.31;12;376.6;0
278474;57;19200;M;C;A;LIMA;134.73;1;1;39.7;20000;0;1;0;308;308;1;1;1;1;2;1;1;1;;N/V;No Registró;0;0;0;0;0;0;0;0;0;0;7728.49;20;4687;0
278480;38;;F;S;C;LIMA;134.73;0;;;2700;5;4;8778;4400;13177;A;4;2;2;2;4;2;2;;N/V;No Registró;1;1;0;1;31;62;0;1;2;3;6285.69;91;914.37;0
278798;31;;F;S;B;LIMA;134.67;0;;;6600;5;5;81;8849;8931;A;A;4;2;1;2;2;2;;N/V;No Registró;0;1;0;1;31;62;0;1;0;4;603.1;34;178.39;0
291797;30;;M;S;B;LIMA;58.17;0;;;2220;5;8;0;2088;2088;A;4;B;A;B;A;4;2;;N/V;No Registró;1;32;0;1;31;31;951;2;0;3;1817.39;17;1513.1;0
292537;46;;M;S;A;LIMA;125.17;1;1;19;6000;0;7;0;7657;7657;A;B;B;A;4;2;2;2;;Ref.C;Registró Refinanciación;1;32;60;60;0;0;0;0;5;1;19722.44;237;2772.46;0
